1,google.com
2,microsoft.com
3,www.google.com
4,data.microsoft.com
5,events.data.microsoft.com
6,office.com
7,live.com
8,windowsupdate.com
9,ctldl.windowsupdate.com
10,microsoftonline.com
11,login.microsoftonline.com
12,apple.com
13,clientservices.googleapis.com
14,amazonaws.com
15,settings-win.data.microsoft.com
16,safebrowsing.googleapis.com
17,digicert.com
18,ecs.office.com
19,update.googleapis.com
20,accounts.google.com
21,e2ro.com
